Veh. Name	Veh. ID	Manufacterer	Trim level	Size	Performance	Safety	Insurance	Warranty	Price	"Wheelbase, in."	"Overall Length, in."	"Overall Width, in."	"Overall Height, in."	"Curb Weight, lbs."	"Cargo Volume, cu. ft."	"Fuel Capacity, gals."	Seating Capacity	"Front Head Room, in."	"Max. Front Leg Room, in."	"Rear Head Room, in."	"Min. Rear Leg Room, in."	"Size, liters/cu. in"	Horsepower 	 rpm	Torque (lb-ft) @ rpm	MPG (city)	MPG (highway)	"Front Impact, Driver"	"Front Impact, Passenger"	Rollover Resistance	"Side Impact, Driver"	"Side Impact, Rear Passenger"	Insurance Costs	Bumper-to-bumper	Extended powertrain	Corrosion	Free roadside assistance	Free scheduled maintenance	Retail Price	Dealer Invoice
S	I	S	S	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	I	I	I	I	I	I	I	I	I	I	I	I	I
N	N	N	N	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q	Q
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.03	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1170	108000	0	600000	108000	0	20675	18609
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.03	0.03	-0.01	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1170	108000	0	600000	108000	0	19775	17800
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.03	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1170	108000	0	600000	108000	0	20575	18519
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.04	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1350	108000	0	600000	108000	0	24050	21642
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.04	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1350	108000	0	600000	108000	0	23950	21522
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.04	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1350	108000	0	600000	108000	0	22300	20070
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.04	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1350	108000	0	600000	108000	0	23100	20788
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.04	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1350	108000	0	600000	108000	0	22200	19980
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.04	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1350	108000	0	600000	108000	0	23000	20690
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.05	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1440	108000	0	600000	108000	0	23900	21507
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.05	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1440	108000	0	600000	108000	0	24700	22226
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.05	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1440	108000	0	600000	108000	0	25900	23304
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.05	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1440	108000	0	600000	108000	0	26700	24024
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.05	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1440	108000	0	600000	108000	0	23800	21417
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.05	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1440	108000	0	600000	108000	0	24600	22136
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.05	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1440	108000	0	600000	108000	0	25800	23215
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.05	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1440	108000	0	600000	108000	0	26600	23934
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.04	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1350	108000	0	600000	108000	0	26950	24248
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.04	0.03	-0.02	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1350	108000	0	600000	108000	0	26950	24248
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.04	0.03	-0.03	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1350	108000	0	600000	108000	0	28950	26045
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.18	0.02	0.14	-0.04	0.03	-0.03	105.1	187.6	71.3	55.7	2994	12.8	17.1	5	39.8	43.1	36.1	31.9	2.4	160	5500	161	25	34	5	5	4	5	5	1350	108000	0	600000	108000	0	28950	26045
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.04	0.03	-0.02	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1350	108000	0	600000	108000	0	26850	24158
2005 Honda Accord	38129	Honda	"DX, LX, EX"	0.2	0.02	0.13	-0.04	0.03	-0.03	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	2.4	160	5500	161	25	34	5	5	4	4	5	1350	108000	0	600000	108000	0	28850	25956
2005 Honda Accord	38129	Honda	Hybrid	0.2	0.03	0.13	-0.06	0.03	-0.03	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	3	255	6000	232	30	37	5	5	4	4	5	1620	108000	0	600000	108000	0	30140	27115
2005 Honda Accord	38129	Honda	Hybrid	0.2	0.03	0.13	-0.06	0.03	-0.03	107.9	189.5	71.5	57.1	3059	14	17.1	5	40.4	42.6	38.5	36.8	3	255	6000	232	30	37	5	5	4	4	5	1620	108000	0	600000	108000	0	32140	28912
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.16	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	115	6100	110	30.5	38	5	5	4	4	4	1080	108000	0	600000	108000	0	13260	12126
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.16	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	115	6100	110	30.5	38	5	5	4	4	4	1080	108000	0	600000	108000	0	13510	12354
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.06	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1530	108000	0	600000	108000	0	13960	12764
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.06	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1530	108000	0	600000	108000	0	14960	13677
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.06	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1530	108000	0	600000	108000	0	14210	12992
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.06	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1530	108000	0	600000	108000	0	15210	13905
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1170	108000	0	600000	108000	0	13660	12491
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1170	108000	0	600000	108000	0	14460	13220
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1170	108000	0	600000	108000	0	13910	12719
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1170	108000	0	600000	108000	0	14710	13448
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.18	0.02	0.11	-0.03	0.03	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	115	6100	110	30.5	38	NA	NA	NA	NA	NA	1170	108000	0	600000	108000	0	14660	13403
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.18	0.02	0.11	-0.03	0.03	-0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	115	6100	110	30.5	38	NA	NA	NA	NA	NA	1170	108000	0	600000	108000	0	14910	13631
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1260	108000	0	600000	108000	0	15410	14087
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1260	108000	0	600000	108000	0	16210	14817
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1260	108000	0	600000	108000	0	15660	14315
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1260	108000	0	600000	108000	0	16460	15045
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.16	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	115	6100	110	30.5	38	5	5	4	4	4	1260	108000	0	600000	108000	0	15610	14269
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.16	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	115	6100	110	30.5	38	5	5	4	4	4	1260	108000	0	600000	108000	0	16410	14999
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.16	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	115	6100	110	30.5	38	5	5	4	4	4	1260	108000	0	600000	108000	0	15860	14497
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.16	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	115	6100	110	30.5	38	5	5	4	4	4	1260	108000	0	600000	108000	0	16660	15227
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1260	108000	0	600000	108000	0	16060	14680
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.14	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	115	6100	110	30.5	38	5	5	4	3	4	1260	108000	0	600000	108000	0	16860	15410
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.16	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	115	6100	110	30.5	38	5	5	4	4	4	1260	108000	0	600000	108000	0	16260	14862
2005 Honda Civic	38131	Honda	"DX, VP, LX, HX"	0.16	0.02	0.12	-0.04	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	115	6100	110	30.5	38	5	5	4	4	4	1260	108000	0	600000	108000	0	17060	15592
2005 Honda Civic	38131	Honda	EX	0.14	0.02	0.12	-0.05	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	127	6300	114	31.5	37.5	5	5	4	3	4	1440	108000	0	600000	108000	0	17110	15638
2005 Honda Civic	38131	Honda	EX	0.14	0.02	0.12	-0.05	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	127	6300	114	31.5	37.5	5	5	4	3	4	1440	108000	0	600000	108000	0	17910	16368
2005 Honda Civic	38131	Honda	EX	0.14	0.02	0.12	-0.05	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	127	6300	114	31.5	37.5	5	5	4	3	4	1440	108000	0	600000	108000	0	17360	15866
2005 Honda Civic	38131	Honda	EX	0.14	0.02	0.12	-0.05	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	127	6300	114	31.5	37.5	5	5	4	3	4	1440	108000	0	600000	108000	0	18160	16596
2005 Honda Civic	38131	Honda	EX	0.16	0.02	0.12	-0.05	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	127	6300	114	31.5	37.5	5	5	4	4	4	1440	108000	0	600000	108000	0	17510	16003
2005 Honda Civic	38131	Honda	EX	0.16	0.02	0.12	-0.05	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	127	6300	114	31.5	37.5	5	5	4	4	4	1440	108000	0	600000	108000	0	18310	16732
2005 Honda Civic	38131	Honda	EX	0.16	0.02	0.12	-0.05	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	127	6300	114	31.5	37.5	5	5	4	4	4	1440	108000	0	600000	108000	0	17760	16231
2005 Honda Civic	38131	Honda	EX	0.16	0.02	0.12	-0.05	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	127	6300	114	31.5	37.5	5	5	4	4	4	1440	108000	0	600000	108000	0	18560	16960
2005 Honda Civic	38131	Honda	EX	0.14	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	127	6300	114	31.5	37.5	5	5	4	3	4	1170	108000	0	600000	108000	0	17560	16048
2005 Honda Civic	38131	Honda	EX	0.14	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	66.7	55.1	2449	12.9	13.2	5	39	42.5	35.4	32.8	1.7	127	6300	114	31.5	37.5	5	5	4	3	4	1170	108000	0	600000	108000	0	18360	16778
2005 Honda Civic	38131	Honda	EX	0.16	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	127	6300	114	31.5	37.5	5	5	4	4	4	1170	108000	0	600000	108000	0	17960	16413
2005 Honda Civic	38131	Honda	EX	0.16	0.02	0.12	-0.03	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.7	127	6300	114	31.5	37.5	5	5	4	4	4	1170	108000	0	600000	108000	0	18760	17143
2005 Honda Civic	38131	Honda	Si	0.15	0.02	0.12	-0.08	0.03	-0.01	101.2	165.7	66.7	56.7	2782	35.7	13.2	5	37.8	42.2	36.7	33	2	160	6500	132	26	31	5	5	4	4	4	1890	108000	0	600000	108000	0	19320	17654
2005 Honda Civic	38131	Honda	Si	0.15	0.02	0.12	-0.08	0.03	-0.01	101.2	165.7	66.7	56.7	2782	35.7	13.2	5	37.8	42.2	36.7	33	2	160	6500	132	26	31	5	5	4	4	4	1890	108000	0	600000	108000	0	19570	17882
2005 Honda Civic	38131	Honda	Hybrid	0.16	0.03	0.12	-0.06	0.03	-0.01	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.3	93	5700	116	45	51	5	5	4	4	4	1530	108000	0	600000	108000	0	19900	18183
2005 Honda Civic	38131	Honda	Hybrid	0.16	0.03	0.12	-0.06	0.03	-0.02	103.1	175.4	67.5	56.7	2449	12.9	13.2	5	39.8	42.2	37.2	36	1.3	93	5700	116	45	51	5	5	4	4	4	1530	108000	0	600000	108000	0	20900	19095
2005 Honda Insight	38133	Honda	Torque is 89 lb-ft w/CVT	0.1	0.04	0.08	-0.05	0	-0.01	94.5	155.1	66.7	53.3	1850	16.3	10.6	2	38.8	42.9	NA	NA	1	73	5700	79	61	66	4	4	4	4	NA	NA	0	0	0	0	0	19330	18057
2005 Honda Insight	38133	Honda	Torque is 89 lb-ft w/CVT	0.1	0.04	0.08	-0.05	0	-0.02	94.5	155.1	66.7	53.3	1850	16.3	10.6	2	38.8	42.9	NA	NA	1	73	5700	79	61	66	4	4	4	4	NA	NA	0	0	0	0	0	20530	19176
2005 Honda Insight	38133	Honda	Torque is 89 lb-ft w/CVT	0.1	0.04	0.08	-0.05	0	-0.02	94.5	155.1	66.7	53.3	1850	16.3	10.6	2	38.8	42.9	NA	NA	1	73	5700	79	61	66	4	4	4	4	NA	NA	0	0	0	0	0	21530	20109
2005 Honda S2000	38136	Honda	Standard	0.11	0.02	0.1	-0.09	0.03	-0.03	94.5	162.2	68.9	50	2835	5	13.2	2	34.6	44.3	NA	NA	2.2	240	7800	162	20	25	4	4	5	5	NA	2160	108000	0	600000	108000	0	33150	29820
2005 Hyundai Accent	38138	Hyundai	Standard	0.13	0.02	0.1	-0.03	0.06	0	96.1	166.7	65.7	54.9	2255	16.9	11.9	5	38.9	42.6	38	32.8	1.6	104	5800	106	27.5	34	5	4	4	4	4	1170	300000	1000000	500000	NA	0	9999	9499
2005 Hyundai Accent	38138	Hyundai	Standard	0.13	0.02	0.1	-0.03	0.06	0	96.1	166.7	65.7	54.9	2255	16.9	11.9	5	38.9	42.6	38	32.8	1.6	104	5800	106	27.5	34	5	4	4	4	4	1170	300000	1000000	500000	NA	0	10849	10298
2005 Hyundai Accent	38138	Hyundai	Standard	0.13	0.02	0.07	-0.03	0.06	0	96.1	166.7	65.7	54.9	2290	11.8	11.9	5	38.9	42.6	38	32.8	1.6	104	5800	106	27.5	34	4	4	4	3	4	1170	300000	1000000	500000	NA	0	10799	10151
2005 Hyundai Accent	38138	Hyundai	Standard	0.13	0.02	0.07	-0.03	0.06	0	96.1	166.7	65.7	54.9	2290	11.8	11.9	5	38.9	42.6	38	32.8	1.6	104	5800	106	27.5	34	4	4	4	3	4	1170	300000	1000000	500000	NA	0	11649	10950
2005 Hyundai Accent	38138	Hyundai	Standard	0.13	0.02	0.1	-0.04	0.06	0	96.1	166.7	65.7	54.9	2255	16.9	11.9	5	38.9	42.6	38	32.8	1.6	104	5800	106	27.5	34	5	4	4	4	4	1260	300000	1000000	500000	NA	0	10699	10057
2005 Hyundai Accent	38138	Hyundai	Standard	0.13	0.02	0.1	-0.04	0.06	0	96.1	166.7	65.7	54.9	2255	16.9	11.9	5	38.9	42.6	38	32.8	1.6	104	5800	106	27.5	34	5	4	4	4	4	1260	300000	1000000	500000	NA	0	11549	10856
2005 Hyundai Elantra	38139	Hyundai	Standard	0.17	0.02	0.11	-0.05	0	-0.01	102.7	178.1	67.9	56.1	2635	12.9	14.5	5	39.6	43.2	38	35	2	138	6000	136	25.5	33	5	4	4	5	4	NA	0	0	0	0	0	13299	12302
2005 Hyundai Elantra	38139	Hyundai	Standard	0.17	0.02	0.11	-0.05	0	-0.01	102.7	178.1	67.9	56.1	2635	12.9	14.5	5	39.6	43.2	38	35	2	138	6000	136	25.5	33	5	4	4	5	4	NA	0	0	0	0	0	14149	13084
2005 Hyundai Elantra	38139	Hyundai	Standard	0.17	0.02	0.11	-0.05	0	-0.01	102.7	177.9	67.7	56.1	2635	37	14.5	5	39.6	43.2	38	35	2	138	6000	136	25.5	33	NA	NA	NA	NA	NA	NA	0	0	0	0	0	13599	12579
2005 Hyundai Elantra	38139	Hyundai	Standard	0.17	0.02	0.11	-0.05	0	-0.01	102.7	177.9	67.7	56.1	2635	37	14.5	5	39.6	43.2	38	35	2	138	6000	136	25.5	33	NA	NA	NA	NA	NA	NA	0	0	0	0	0	14449	13361
2005 Hyundai Elantra	38139	Hyundai	Standard	0.17	0.02	0.11	-0.05	0	-0.01	102.7	178.1	67.9	56.1	2635	12.9	14.5	5	39.6	43.2	38	35	2	138	6000	136	25.5	33	5	4	4	5	4	NA	0	0	0	0	0	14849	13735
2005 Hyundai Elantra	38139	Hyundai	Standard	0.17	0.02	0.11	-0.05	0	-0.01	102.7	178.1	67.9	56.1	2635	12.9	14.5	5	39.6	43.2	38	35	2	138	6000	136	25.5	33	5	4	4	5	4	NA	0	0	0	0	0	15699	14517
2005 Hyundai Elantra	38139	Hyundai	Standard	0.17	0.02	0.11	-0.05	0	-0.01	102.7	177.9	67.7	56.1	2635	37	14.5	5	39.6	43.2	38	35	2	138	6000	136	25.5	33	NA	NA	NA	NA	NA	NA	0	0	0	0	0	14849	13735
2005 Hyundai Elantra	38139	Hyundai	Standard	0.17	0.02	0.11	-0.05	0	-0.01	102.7	177.9	67.7	56.1	2635	37	14.5	5	39.6	43.2	38	35	2	138	6000	136	25.5	33	NA	NA	NA	NA	NA	NA	0	0	0	0	0	15699	14517
2005 Hyundai Sonata	38141	Hyundai	GL	0.19	0.02	0.09	-0.06	0.06	-0.01	106.3	186.9	71.7	56	3181	14.1	17.2	5	39.3	43.3	37.6	36.2	2.4	138	5500	147	22	30	4	4	5	4	4	1530	300000	1000000	500000	NA	0	16449	15133
2005 Hyundai Sonata	38141	Hyundai	GL	0.19	0.02	0.09	-0.06	0.06	-0.01	106.3	186.9	71.7	56	3181	14.1	17.2	5	39.3	43.3	37.6	36.2	2.4	138	5500	147	22	30	4	4	5	4	4	1530	300000	1000000	500000	NA	0	17299	15932
2005 Hyundai Sonata	38141	Hyundai	GL	0.19	0.02	0.09	-0.06	0.06	-0.01	106.3	186.9	71.7	56	3181	14.1	17.2	5	39.3	43.3	37.6	36.2	2.4	138	5500	147	22	30	4	4	5	4	4	1530	300000	1000000	500000	NA	0	17999	16559
2005 Hyundai Sonata	38141	Hyundai	GL	0.19	0.02	0.09	-0.06	0.06	-0.01	106.3	186.9	71.7	56	3181	14.1	17.2	5	39.3	43.3	37.6	36.2	2.4	138	5500	147	22	30	4	4	5	4	4	1530	300000	1000000	500000	NA	0	18999	17384
2005 Hyundai Sonata	38141	Hyundai	GL	0.19	0.02	0.09	-0.06	0.06	-0.01	106.3	186.9	71.7	56	3181	14.1	17.2	5	39.3	43.3	37.6	36.2	2.4	138	5500	147	22	30	4	4	5	4	4	1530	300000	1000000	500000	NA	0	18999	17384
2005 Hyundai Sonata	38141	Hyundai	"GLS, GLS Special Value, LX"	0.19	0.02	0.09	-0.06	0.06	-0.01	106.3	186.9	71.7	56	3181	14.1	17.2	5	39.3	43.3	37.6	36.2	2.7	170	6000	181	19	27	4	4	5	4	4	1530	300000	1000000	500000	NA	0	20299	18472
2005 Hyundai Tiburon	38142	Hyundai	GS	0.12	0.02	0.1	-0.06	0.06	-0.01	99.6	173	69.3	52.3	2940	14.7	14.2	4	38	43	34.4	29.9	2	138	6000	136	23	30	5	4	4	4	NA	1620	300000	1000000	500000	NA	0	15999	14639
2005 Hyundai Tiburon	38142	Hyundai	GS	0.12	0.02	0.1	-0.06	0.06	-0.01	99.6	173	69.3	52.3	2940	14.7	14.2	4	38	43	34.4	29.9	2	138	6000	136	23	30	5	4	4	4	NA	1620	300000	1000000	500000	NA	0	16899	15485
2005 Hyundai Tiburon	38142	Hyundai	"GT, SE"	0.12	0.02	0.1	-0.07	0.06	-0.01	99.6	173	69.3	52.3	2940	14.7	14.2	4	38	43	34.4	29.9	2.7	172	6000	181	18.66666667	26	5	4	4	4	NA	1800	300000	1000000	500000	NA	0	17999	16469
2005 Hyundai Tiburon	38142	Hyundai	"GT, SE"	0.12	0.02	0.1	-0.07	0.06	-0.01	99.6	173	69.3	52.3	2940	14.7	14.2	4	38	43	34.4	29.9	2.7	172	6000	181	18.66666667	26	5	4	4	4	NA	1800	300000	1000000	500000	NA	0	18899	17315
